Area Code,Area Code (M49),Area,Item Code,Item,Element Code,Element,Census Year Code,Census Year,Unit,Y1930,Y1930F,Y1930N,Y1950,Y1950F,Y1950N,Y1960,Y1960F,Y1960N,Y1970,Y1970F,Y1970N,Y1980,Y1980F,Y1980N,Y1990,Y1990F,Y1990N,Y2000,Y2000F,Y2000N,Y2010,Y2010F,Y2010N,Y2020,Y2020F,Y2020N
"207","'740","Suriname","270060","Holdings owned by the holder or in owner-like possession","6200","Percentage of total area","2008","2008","%",,,,,,,,,,,,,,,,,,,,,,"22.900000","E",,,,
"207","'740","Suriname","270061","Holdings rented from others","50260","Area","2008","2008","ha",,,,,,,,,,,,,,,,,,,,,,"34828.000000","A",,,,
"207","'740","Suriname","270061","Holdings rented from others","6200","Percentage of total area","2008","2008","%",,,,,,,,,,,,,,,,,,,,,,"54.400000","E",,,,
"207","'740","Suriname","270062","Holdings operated under other forms of tenure","50260","Area","2008","2008","ha",,,,,,,,,,,,,,,,,,,,,,"14525.000000","A",,,,
"207","'740","Suriname","270062","Holdings operated under other forms of tenure","6200","Percentage of total area","2008","2008","%",,,,,,,,,,,,,,,,,,,,,,"22.700000","E",,,,
"207","'740","Suriname","270070","Civil persons","50260","Area","2008","2008","ha",,,,,,,,,,,,,,,,,,,,,,"38958.000000","A",,,,
"207","'740","Suriname","270070","Civil persons","6200","Percentage of total area","2008","2008","%",,,,,,,,,,,,,,,,,,,,,,"60.900000","E",,,,
"207","'740","Suriname","270070","Civil persons","60850","Number","2008","2008","No",,,,,,,,,,,,,,,,,,,,,,"10188.000000","A",,,,
"207","'740","Suriname","270070","Civil persons","6201","Percent of total number","2008","2008","%",,,,,,,,,,,,,,,,,,,,,,"99.600000","E",,,,
"207","'740","Suriname","270071","Juridical","50260","Area","2008","2008","ha",,,,,,,,,,,,,,,,,,,,,,"25031.000000","A",,,,
"207","'740","Suriname","270071","Juridical","6200","Percentage of total area","2008","2008","%",,,,,,,,,,,,,,,,,,,,,,"39.100000","E",,,,
"207","'740","Suriname","270071","Juridical","60850","Number","2008","2008","No",,,,,,,,,,,,,,,,,,,,,,"46.000000","A",,,,
"207","'740","Suriname","270071","Juridical","6201","Percent of total number","2008","2008","%",,,,,,,,,,,,,,,,,,,,,,"0.400000","E",,,,
"207","'740","Suriname","270052","Holdings operated by civil persons, male","60850","Number","2008","2008","No",,,,,,,,,,,,,,,,,,,,,,"6652.000000","A",,,,
"207","'740","Suriname","270052","Holdings operated by civil persons, male","6202","Percent of total persons","2008","2008","%",,,,,,,,,,,,,,,,,,,,,,"65.300000","E",,,,
"207","'740","Suriname","270051","Holdings operated by civil persons, female","60850","Number","2008","2008","No",,,,,,,,,,,,,,,,,,,,,,"3536.000000","A",,,,
"207","'740","Suriname","270051","Holdings operated by civil persons, female","6202","Percent of total persons","2008","2008","%",,,,,,,,,,,,,,,,,,,,,,"34.700000","E",,,,
"207","'740","Suriname","270050","Holdings operated by civil persons, total","60850","Number","2008","2008","No",,,,,,,,,,,,,,,,,,,,,,"10188.000000","A",,,,
"207","'740","Suriname","270082","Household members, male","60851","Number","2008","2008","No",,,,,,,,,,,,,,,,,,,,,,"17050.000000","A",,,,
"207","'740","Suriname","270081","Household members, female","60851","Number","2008","2008","No",,,,,,,,,,,,,,,,,,,,,,"16731.000000","A",,,,
"207","'740","Suriname","270080","Household members, total","60851","Number","2008","2008","No",,,,,,,,,,,,,,,,,,,,,,"33781.000000","A",,,,
"207","'740","Suriname","270080","Household members, total","5019","Average persons per holding","2008","2008","No",,,,,,,,,,,,,,,,,,,,,,"3.300000","E",,,,
"207","'740","Suriname","270092","Household members, engaged in agriculture, male","60851","Number","2008","2008","No",,,,,,,,,,,,,,,,,,,,,,"10274.000000","A",,,,
"207","'740","Suriname","270092","Household members, engaged in agriculture, male","6202","Percent of total persons","2008","2008","%",,,,,,,,,,,,,,,,,,,,,,"30.400000","E",,,,
"207","'740","Suriname","270091","Household members, engaged in agriculture, female","60851","Number","2008","2008","No",,,,,,,,,,,,,,,,,,,,,,"8259.000000","A",,,,
"207","'740","Suriname","270091","Household members, engaged in agriculture, female","6202","Percent of total persons","2008","2008","%",,,,,,,,,,,,,,,,,,,,,,"24.400000","E",,,,
"207","'740","Suriname","270090","Household members, engaged in agriculture, total","60851","Number","2008","2008","No",,,,,,,,,,,,,,,,,,,,,,"18533.000000","A",,,,
"207","'740","Suriname","270090","Household members, engaged in agriculture, total","6202","Percent of total persons","2008","2008","%",,,,,,,,,,,,,,,,,,,,,,"54.900000","E",,,,
"210","'752","Sweden","27002","Holdings","50260","Area","1932","1932","ha","20457000.000000","A","No threshold was reported.",,,,,,,,,,,,,,,,,,,,,,,,
"210","'752","Sweden","27002","Holdings","50260","Area","1951","1951","ha",,,,"16300000.000000","A","No threshold was reported.",,,,,,,,,,,,,,,,,,,,,
"210","'752","Sweden","27002","Holdings","50260","Area","1971","1971","ha",,,,,,,,,,"10589946.000000","A","The census covered holdings with more than two ha of arable land or including "agricultural real estate" and having 0.3 to two ha of arable land. Census included forestry activities.",,,,,,,,,,,,,,,
"210","'752","Sweden","27002","Holdings","50260","Area","198182","1981/82","ha",,,,,,,,,,,,,"8750648.000000","A","The census covered holdings that met the following thresholds: two ha. of arable land; 250 pigs or 500 sheep or 1 000 poultry.",,,,,,,,,,,,
"210","'752","Sweden","27002","Holdings","50260","Area","199900","1999/00","ha",,,,,,,,,,,,,,,,,,,"7641890.000000","A","The census covered holdings that met the following thresholds: 2.1 ha. of arable land; 50 cows or 250 cattle or 50 sows or 250 pigs or 50 ewes or 1000 poultry; or 0.02 ha of area under glass or 0.25 ha of outdoor cultivation. Cultivation in homestead garden or for own consumption was excluded.",,,,,,
"210","'752","Sweden","27002","Holdings","50260","Area","2010","2010","ha",,,,,,,,,,,,,,,,,,,,,,"6759760.000000","A","The census covered all agricultural holdings that met the following thresholds: two ha of arable land; five ha of agricultural land; 0.02 ha under glass; 0.25 ha of outdoor horticultural cultivation; or ten head of cattle, ten sows, 50 pigs, 20 ewes or 1 000 head of poultry.",,,
"210","'752","Sweden","27002","Holdings","5017","Average area","1932","1932","ha","47.690000","E",,,,,,,,,,,,,,,,,,,,,,,,,
"210","'752","Sweden","27002","Holdings","5017","Average area","1951","1951","ha",,,,"43.120000","E",,,,,,,,,,,,,,,,,,,,,,
"210","'752","Sweden","27002","Holdings","5017","Average area","1971","1971","ha",,,,,,,,,,"65.390000","E",,,,,,,,,,,,,,,,
"210","'752","Sweden","27002","Holdings","5017","Average area","198182","1981/82","ha",,,,,,,,,,,,,"76.000000","E",,,,,,,,,,,,,
"210","'752","Sweden","27002","Holdings","5017","Average area","199900","1999/00","ha",,,,,,,,,,,,,,,,,,,"93.870000","E",,,,,,,
"210","'752","Sweden","27002","Holdings","5017","Average area","2010","2010","ha",,,,,,,,,,,,,,,,,,,,,,"95.090000","E",,,,
"210","'752","Sweden","27002","Holdings","60850","Number","1932","1932","No","429000.000000","A","No threshold was reported.",,,,,,,,,,,,,,,,,,,,,,,,
"210","'752","Sweden","27002","Holdings","60850","Number","1951","1951","No",,,,"378000.000000","A","No threshold was reported.",,,,,,,,,,,,,,,,,,,,,
"210","'752","Sweden","27002","Holdings","60850","Number","1961","1961","No",,,,,,,"263000.000000","A","The census covered farms with any agricultural land. Farms with less than two ha of arable land were enumerated only within certain parishes selected for the agricultural census.",,,,,,,,,,,,,,,,,,
"210","'752","Sweden","27002","Holdings","60850","Number","1971","1971","No",,,,,,,,,,"161946.000000","A","The census covered holdings with more than two ha of arable land or including "agricultural real estate" and having 0.3 to two ha of arable land. Census included forestry activities.",,,,,,,,,,,,,,,
"210","'752","Sweden","27002","Holdings","60850","Number","198182","1981/82","No",,,,,,,,,,,,,"115136.000000","A","The census covered holdings that met the following thresholds: two ha. of arable land; 250 pigs or 500 sheep or 1 000 poultry.",,,,,,,,,,,,
"210","'752","Sweden","27002","Holdings","60850","Number","199900","1999/00","No",,,,,,,,,,,,,,,,,,,"81410.000000","A","The census covered holdings that met the following thresholds: 2.1 ha. of arable land; 50 cows or 250 cattle or 50 sows or 250 pigs or 50 ewes or 1000 poultry; or 0.02 ha of area under glass or 0.25 ha of outdoor cultivation. Cultivation in homestead garden or for own consumption was excluded.",,,,,,
"210","'752","Sweden","27002","Holdings","60850","Number","2010","2010","No",,,,,,,,,,,,,,,,,,,,,,"71090.000000","A","The census covered all agricultural holdings that met the following thresholds: two ha of arable land; five ha of agricultural land; 0.02 ha under glass; 0.25 ha of outdoor horticultural cultivation; or ten head of cattle, ten sows, 50 pigs, 20 ewes or 1 000 head of poultry.",,,
"210","'752","Sweden","270066","Holdings without land","60850","Number","2010","2010","No",,,,,,,,,,,,,,,,,,,,,,"740.000000","A","Holdings without UAA",,,
"210","'752","Sweden","270030","Holdings with land size 0-<1","50260","Area","2010","2010","ha",,,,,,,,,,,,,,,,,,,,,,"112.000000","E","UAA. Interpolated data",,,
"210","'752","Sweden","270030","Holdings with land size 0-<1","60850","Number","2010","2010","No",,,,,,,,,,,,,,,,,,,,,,"184.000000","E","UAA. Interpolated data",,,
"210","'752","Sweden","270031","Holdings with land size 1-<2","50260","Area","199900","1999/00","ha",,,,,,,,,,,,,,,,,,,"124030.000000","A","Agricultural area. < 2 ha",,,,,,
"210","'752","Sweden","270031","Holdings with land size 1-<2","50260","Area","2010","2010","ha",,,,,,,,,,,,,,,,,,,,,,"228.000000","E","UAA. Interpolated data",,,
"210","'752","Sweden","270031","Holdings with land size 1-<2","60850","Number","199900","1999/00","No",,,,,,,,,,,,,,,,,,,"2780.000000","A","Agricultural area. < 2 ha",,,,,,
"210","'752","Sweden","270031","Holdings with land size 1-<2","60850","Number","2010","2010","No",,,,,,,,,,,,,,,,,,,,,,"376.000000","E","UAA. Interpolated data",,,
"210","'752","Sweden","270032","Holdings with land size 2-<3","50260","Area","2010","2010","ha",,,,,,,,,,,,,,,,,,,,,,"9935.000000","E","UAA. Interpolated data",,,
"210","'752","Sweden","270032","Holdings with land size 2-<3","60850","Number","2010","2010","No",,,,,,,,,,,,,,,,,,,,,,"2586.000000","E","UAA. Interpolated data",,,
"210","'752","Sweden","270033","Holdings with land size 2-<5","50260","Area","199900","1999/00","ha",,,,,,,,,,,,,,,,,,,"294800.000000","A","Agricultural area",,,,,,
"210","'752","Sweden","270033","Holdings with land size 2-<5","60850","Number","199900","1999/00","No",,,,,,,,,,,,,,,,,,,"7000.000000","A","Agricultural area",,,,,,
"210","'752","Sweden","270034","Holdings with land size 3-<4","50260","Area","2010","2010","ha",,,,,,,,,,,,,,,,,,,,,,"9884.000000","E","UAA. Interpolated data",,,
"210","'752","Sweden","270034","Holdings with land size 3-<4","60850","Number","2010","2010","No",,,,,,,,,,,,,,,,,,,,,,"2573.000000","E","UAA. Interpolated data",,,
"210","'752","Sweden","270035","Holdings with land size 4-<5","50260","Area","2010","2010","ha",,,,,,,,,,,,,,,,,,,,,,"9491.000000","E","UAA. Interpolated data",,,
"210","'752","Sweden","270035","Holdings with land size 4-<5","60850","Number","2010","2010","No",,,,,,,,,,,,,,,,,,,,,,"2471.000000","E","UAA. Interpolated data",,,
"210","'752","Sweden","270036","Holdings with land size 5-<10","50260","Area","199900","1999/00","ha",,,,,,,,,,,,,,,,,,,"709200.000000","A","Agricultural area",,,,,,
"210","'752","Sweden","270036","Holdings with land size 5-<10","50260","Area","2010","2010","ha",,,,,,,,,,,,,,,,,,,,,,"112930.000000","A","UAA",,,
"210","'752","Sweden","270036","Holdings with land size 5-<10","60850","Number","199900","1999/00","No",,,,,,,,,,,,,,,,,,,"13960.000000","A","Agricultural area",,,,,,
"210","'752","Sweden","270036","Holdings with land size 5-<10","60850","Number","2010","2010","No",,,,,,,,,,,,,,,,,,,,,,"15820.000000","A","UAA",,,
"210","'752","Sweden","270037","Holdings with land size 10-<20","50260","Area","199900","1999/00","ha",,,,,,,,,,,,,,,,,,,"1055310.000000","A","Agricultural area",,,,,,
"210","'752","Sweden","270037","Holdings with land size 10-<20","50260","Area","2010","2010","ha",,,,,,,,,,,,,,,,,,,,,,"202680.000000","A","UAA",,,
"210","'752","Sweden","270037","Holdings with land size 10-<20","60850","Number","199900","1999/00","No",,,,,,,,,,,,,,,,,,,"17040.000000","A","Agricultural area",,,,,,
"210","'752","Sweden","270037","Holdings with land size 10-<20","60850","Number","2010","2010","No",,,,,,,,,,,,,,,,,,,,,,"14180.000000","A","UAA",,,
"210","'752","Sweden","270038","Holdings with land size 20-<50","50260","Area","199900","1999/00","ha",,,,,,,,,,,,,,,,,,,"1894610.000000","A","Agricultural area",,,,,,
"210","'752","Sweden","270038","Holdings with land size 20-<50","50260","Area","2010","2010","ha",,,,,,,,,,,,,,,,,,,,,,"488330.000000","A","UAA",,,
"210","'752","Sweden","270038","Holdings with land size 20-<50","60850","Number","199900","1999/00","No",,,,,,,,,,,,,,,,,,,"21650.000000","A","Agricultural area",,,,,,
"210","'752","Sweden","270038","Holdings with land size 20-<50","60850","Number","2010","2010","No",,,,,,,,,,,,,,,,,,,,,,"15170.000000","A","UAA",,,
"210","'752","Sweden","270039","Holdings with land size 50-<100","50260","Area","199900","1999/00","ha",,,,,,,,,,,,,,,,,,,"1694860.000000","A","Agricultural area",,,,,,
"210","'752","Sweden","270039","Holdings with land size 50-<100","50260","Area","2010","2010","ha",,,,,,,,,,,,,,,,,,,,,,"643730.000000","A","UAA",,,
"210","'752","Sweden","270039","Holdings with land size 50-<100","60850","Number","199900","1999/00","No",,,,,,,,,,,,,,,,,,,"12540.000000","A","Agricultural area",,,,,,
"210","'752","Sweden","270039","Holdings with land size 50-<100","60850","Number","2010","2010","No",,,,,,,,,,,,,,,,,,,,,,"9070.000000","A","UAA",,,
"210","'752","Sweden","2700300","Holdings with land size 100-<200","50260","Area","199900","1999/00","ha",,,,,,,,,,,,,,,,,,,"1869080.000000","A","Agricultural area",,,,,,
"210","'752","Sweden","2700300","Holdings with land size 100-<200","50260","Area","2010","2010","ha",,,,,,,,,,,,,,,,,,,,,,"1589000.000000","A","UAA",,,
"210","'752","Sweden","2700300","Holdings with land size 100-<200","60850","Number","199900","1999/00","No",,,,,,,,,,,,,,,,,,,"6440.000000","A","Agricultural area",,,,,,
"210","'752","Sweden","2700300","Holdings with land size 100-<200","60850","Number","2010","2010","No",,,,,,,,,,,,,,,,,,,,,,"7930.000000","A","UAA",,,
"210","'752","Sweden","270060","Holdings owned by the holder or in owner-like possession","50260","Area","199900","1999/00","ha",,,,,,,,,,,,,,,,,,,"1658030.000000","A","Agricultural area.",,,,,,
"210","'752","Sweden","270060","Holdings owned by the holder or in owner-like possession","50260","Area","2010","2010","ha",,,,,,,,,,,,,,,,,,,,,,"1748840.000000","A",,,,
"210","'752","Sweden","270060","Holdings owned by the holder or in owner-like possession","6200","Percentage of total area","199900","1999/00","%",,,,,,,,,,,,,,,,,,,"53.950000","E","Agricultural area.",,,,,,
"210","'752","Sweden","270060","Holdings owned by the holder or in owner-like possession","6200","Percentage of total area","2010","2010","%",,,,,,,,,,,,,,,,,,,,,,"57.000000","E","Category of land use for most European countries is UAA (Utilized Agricultural Area)",,,
"210","'752","Sweden","270060","Holdings owned by the holder or in owner-like possession","60850","Number","2010","2010","No",,,,,,,,,,,,,,,,,,,,,,"64300.000000","A","Category of land use for most European countries is UAA (Utilized Agricultural Area)",,,
"210","'752","Sweden","270060","Holdings owned by the holder or in owner-like possession","6201","Percent of total number","2010","2010","%",,,,,,,,,,,,,,,,,,,,,,"90.400000","E","Category of land use for most European countries is UAA (Utilized Agricultural Area)",,,
"210","'752","Sweden","270061","Holdings rented from others","50260","Area","199900","1999/00","ha",,,,,,,,,,,,,,,,,,,"1415170.000000","A","Agricultural area.",,,,,,
"210","'752","Sweden","270061","Holdings rented from others","50260","Area","2010","2010","ha",,,,,,,,,,,,,,,,,,,,,,"1317480.000000","A",,,,
"210","'752","Sweden","270061","Holdings rented from others","6200","Percentage of total area","199900","1999/00","%",,,,,,,,,,,,,,,,,,,"46.050000","E","Agricultural area.",,,,,,
"210","'752","Sweden","270061","Holdings rented from others","6200","Percentage of total area","2010","2010","%",,,,,,,,,,,,,,,,,,,,,,"43.000000","E","Category of land use for most European countries is UAA (Utilized Agricultural Area)",,,
"210","'752","Sweden","270061","Holdings rented from others","60850","Number","2010","2010","No",,,,,,,,,,,,,,,,,,,,,,"32970.000000","A","Category of land use for most European countries is UAA (Utilized Agricultural Area)",,,
"210","'752","Sweden","270061","Holdings rented from others","6201","Percent of total number","2010","2010","%",,,,,,,,,,,,,,,,,,,,,,"46.400000","E","Category of land use for most European countries is UAA (Utilized Agricultural Area)",,,
"210","'752","Sweden","270070","Civil persons","50260","Area","2010","2010","ha",,,,,,,,,,,,,,,,,,,,,,"5535920.000000","A",,,,
"210","'752","Sweden","270070","Civil persons","6200","Percentage of total area","2010","2010","%",,,,,,,,,,,,,,,,,,,,,,"81.900000","E",,,,
"210","'752","Sweden","270070","Civil persons","60850","Number","199900","1999/00","No",,,,,,,,,,,,,,,,,,,"75910.000000","A",,,,,,,
"210","'752","Sweden","270070","Civil persons","60850","Number","2010","2010","No",,,,,,,,,,,,,,,,,,,,,,"65850.000000","A",,,,
"210","'752","Sweden","270070","Civil persons","6201","Percent of total number","199900","1999/00","%",,,,,,,,,,,,,,,,,,,"93.240000","E",,,,,,,
"210","'752","Sweden","270070","Civil persons","6201","Percent of total number","2010","2010","%",,,,,,,,,,,,,,,,,,,,,,"92.600000","E",,,,
"210","'752","Sweden","270071","Juridical","50260","Area","2010","2010","ha",,,,,,,,,,,,,,,,,,,,,,"1223840.000000","A",,,,
"210","'752","Sweden","270071","Juridical","6200","Percentage of total area","2010","2010","%",,,,,,,,,,,,,,,,,,,,,,"18.100000","E",,,,
"210","'752","Sweden","270071","Juridical","60850","Number","199900","1999/00","No",,,,,,,,,,,,,,,,,,,"5500.000000","A",,,,,,,
"210","'752","Sweden","270071","Juridical","60850","Number","2010","2010","No",,,,,,,,,,,,,,,,,,,,,,"5240.000000","A",,,,
"210","'752","Sweden","270071","Juridical","6201","Percent of total number","199900","1999/00","%",,,,,,,,,,,,,,,,,,,"6.760000","E",,,,,,,
"210","'752","Sweden","270071","Juridical","6201","Percent of total number","2010","2010","%",,,,,,,,,,,,,,,,,,,,,,"7.400000","E",,,,
"210","'752","Sweden","270052","Holdings operated by civil persons, male","60850","Number","199900","1999/00","No",,,,,,,,,,,,,,,,,,,"68320.000000","A",,,,,,,
"210","'752","Sweden","270052","Holdings operated by civil persons, male","60850","Number","2010","2010","No",,,,,,,,,,,,,,,,,,,,,,"60140.000000","A","Eurostat reports gender breakdown only for managers, which include both holders (civil persons) that manage the holding themselves and managers that are not holders, including of legal units.",,,
"210","'752","Sweden","270052","Holdings operated by civil persons, male","6202","Percent of total persons","199900","1999/00","%",,,,,,,,,,,,,,,,,,,"90.000000","E",,,,,,,
"210","'752","Sweden","270052","Holdings operated by civil persons, male","6202","Percent of total persons","2010","2010","%",,,,,,,,,,,,,,,,,,,,,,"84.600000","E","Eurostat reports gender breakdown only for managers, which include both holders (civil persons) that manage the holding themselves and managers that are not holders, including of legal units.",,,
"210","'752","Sweden","270051","Holdings operated by civil persons, female","60850","Number","199900","1999/00","No",,,,,,,,,,,,,,,,,,,"7590.000000","A",,,,,,,
"210","'752","Sweden","270051","Holdings operated by civil persons, female","60850","Number","2010","2010","No",,,,,,,,,,,,,,,,,,,,,,"10950.000000","A","Eurostat reports gender breakdown only for managers, which include both holders (civil persons) that manage the holding themselves and managers that are not holders, including of legal units.",,,
"210","'752","Sweden","270051","Holdings operated by civil persons, female","6202","Percent of total persons","199900","1999/00","%",,,,,,,,,,,,,,,,,,,"10.000000","E",,,,,,,
"210","'752","Sweden","270051","Holdings operated by civil persons, female","6202","Percent of total persons","2010","2010","%",,,,,,,,,,,,,,,,,,,,,,"15.400000","E","Eurostat reports gender breakdown only for managers, which include both holders (civil persons) that manage the holding themselves and managers that are not holders, including of legal units.",,,
"210","'752","Sweden","270050","Holdings operated by civil persons, total","60850","Number","199900","1999/00","No",,,,,,,,,,,,,,,,,,,"75910.000000","A",,,,,,,
"210","'752","Sweden","270050","Holdings operated by civil persons, total","60850","Number","2010","2010","No",,,,,,,,,,,,,,,,,,,,,,"71090.000000","A","Eurostat reports gender breakdown only for managers, which include both holders (civil persons) that manage the holding themselves and managers that are not holders, including of legal units.",,,
"210","'752","Sweden","270092","Household members, engaged in agriculture, male","60851","Number","199900","1999/00","No",,,,,,,,,,,,,,,,,,,"88210.000000","A","Includes full time and part time engaged in agriculture.",,,,,,
"210","'752","Sweden","270092","Household members, engaged in agriculture, male","60851","Number","2010","2010","No",,,,,,,,,,,,,,,,,,,,,,"20610.000000","A",,,,
"210","'752","Sweden","270091","Household members, engaged in agriculture, female","60851","Number","199900","1999/00","No",,,,,,,,,,,,,,,,,,,"44620.000000","A","Includes full time and part time engaged in agriculture.",,,,,,
"210","'752","Sweden","270091","Household members, engaged in agriculture, female","60851","Number","2010","2010","No",,,,,,,,,,,,,,,,,,,,,,"33370.000000","A",,,,
"210","'752","Sweden","270090","Household members, engaged in agriculture, total","60851","Number","199900","1999/00","No",,,,,,,,,,,,,,,,,,,"132830.000000","A","Includes full time and part time engaged in agriculture.",,,,,,
"210","'752","Sweden","270090","Household members, engaged in agriculture, total","60851","Number","2010","2010","No",,,,,,,,,,,,,,,,,,,,,,"53980.000000","A",,,,
"210","'752","Sweden","27010","Hired permanent workers","60851","Number","199900","1999/00","No",,,,,,,,,,,,,,,,,,,"24030.000000","A",,,,,,,
"210","'752","Sweden","27010","Hired permanent workers","60851","Number","2010","2010","No",,,,,,,,,,,,,,,,,,,,,,"21700.000000","A","Data correspond to 'Regular non-family labour force'.",,,
"210","'752","Sweden","27010","Hired permanent workers","5019","Average persons per holding","199900","1999/00","No",,,,,,,,,,,,,,,,,,,"0.300000","E",,,,,,,
"210","'752","Sweden","27010","Hired permanent workers","5019","Average persons per holding","2010","2010","No",,,,,,,,,,,,,,,,,,,,,,"0.310000","E",,,,
"211","'756","Switzerland","27002","Holdings","50260","Area","1969","1969","ha",,,,,,,,,,"1292110.000000","A","The census covered agricultural holdings and horticultural holdings. Agricultural holdings were all those reporting at least one of the following thresholds: 0.25 ha of cultivated land, including wood or forest land; 0.1 ha of land under vineyards, horticultural crops, small fruit, tobacco, medicinal plants and/or medium or small-sized fruit trees in compact plantation; one head of cattle; two head of pigs or sheep or goats; one head of pigs, sheep or goats, together with 15 head of poultry or 15 beehives; or 30 head of poultry or 30 beehives. No thresholds for horticultural holdings. Holdings consisting of ornamental parks or gardens, or raising or keeping horses not being used for agricultural purposes, were excluded.",,,,,,,,,,,,,,,
"211","'756","Switzerland","27002","Holdings","50260","Area","1980","1980","ha",,,,,,,,,,,,,"1271545.000000","A","Agricultural holdings were all those reporting at least one of the following thresholds: 0.25 ha of cultivated land, including wood or forest land; 0.1 ha of land under vineyards, horticultural crops, tobacco and fruit trees in compact plantation; one head of cattle; two head of pigs or sheep or goats; one head of pigs, sheep or goats, together with 15 head of poultry or 15 beehives; or 30 head of poultry or 30 beehives.",,,,,,,,,,,,
"211","'756","Switzerland","27002","Holdings","50260","Area","1990","1990","ha",,,,,,,,,,,,,,,,"1283240.000000","A","Agricultural holdings were all those reporting at least one of the following thresholds: 0.25 ha of cultivated land, including wood or forest land; 0.1 ha of land under vineyards, horticultural crops, tobacco and fruit trees in compact plantation; one head of cattle; two head of pigs or sheep or goats; one head of pigs, sheep or goats, together with 15 head of poultry or 15 beehives; or 30 head of poultry or 30 beehives.",,,,,,,,,
"211","'756","Switzerland","27002","Holdings","50260","Area","2010","2010","ha",,,,,,,,,,,,,,,,,,,,,,"1163190.000000","A","The census covered holdings that met the following thresholds: one ha of UAA; 0.3 ha of permanent crops; 0.1 ha of greenhouses; or eight breeding sows or 80 fattering pigs, or 300 head of poultry of any type.",,,
"211","'756","Switzerland","27002","Holdings","5017","Average area","1969","1969","ha",,,,,,,,,,"8.450000","E",,,,,,,,,,,,,,,,
"211","'756","Switzerland","27002","Holdings","5017","Average area","1980","1980","ha",,,,,,,,,,,,,"10.150000","E",,,,,,,,,,,,,
"211","'756","Switzerland","27002","Holdings","5017","Average area","1990","1990","ha",,,,,,,,,,,,,,,,"11.850000","E",,,,,,,,,,
"211","'756","Switzerland","27002","Holdings","5017","Average area","2010","2010","ha",,,,,,,,,,,,,,,,,,,,,,"19.690000","E",,,,
"211","'756","Switzerland","27002","Holdings","60850","Number","1950","1950","No",,,,"229392.000000","A","The census covered persons that met the following thresholds: 0.08 ha of cropland; any land under vegetables; one cattle or two pigs, sheep or goats and at least one crop cultivated; 0.25 ha of productive land who cultivated one or more crops.",,,,,,,,,,,,,,,,,,,,,
"211","'756","Switzerland","27002","Holdings","60850","Number","1969","1969","No",,,,,,,,,,"152859.000000","A","The census covered agricultural holdings and horticultural holdings. Agricultural holdings were all those reporting at least one of the following thresholds: 0.25 ha of cultivated land, including wood or forest land; 0.1 ha of land under vineyards, horticultural crops, small fruit, tobacco, medicinal plants and/or medium or small-sized fruit trees in compact plantation; one head of cattle; two head of pigs or sheep or goats; one head of pigs, sheep or goats, together with 15 head of poultry or 15 beehives; or 30 head of poultry or 30 beehives. No thresholds for horticultural holdings. Holdings consisting of ornamental parks or gardens, or raising or keeping horses not being used for agricultural purposes, were excluded.",,,,,,,,,,,,,,,
"211","'756","Switzerland","27002","Holdings","60850","Number","1980","1980","No",,,,,,,,,,,,,"125274.000000","A","Agricultural holdings were all those reporting at least one of the following thresholds: 0.25 ha of cultivated land, including wood or forest land; 0.1 ha of land under vineyards, horticultural crops, tobacco and fruit trees in compact plantation; one head of cattle; two head of pigs or sheep or goats; one head of pigs, sheep or goats, together with 15 head of poultry or 15 beehives; or 30 head of poultry or 30 beehives.",,,,,,,,,,,,
"211","'756","Switzerland","27002","Holdings","60850","Number","1990","1990","No",,,,,,,,,,,,,,,,"108296.000000","A","Agricultural holdings were all those reporting at least one of the following thresholds: 0.25 ha of cultivated land, including wood or forest land; 0.1 ha of special cultivations (i.e. berries, legumes, medicinal plants, vineyards, tobacco, orchards, mushroom cultivations); one head of any horses, ponies, mules or asses and 0.25 ha of cultivated land; one head of cattle; two head of pigs or sheep or goats; one head of pigs, sheep or goats, together with 15 head of poultry or 15 beehives; or 30 head of poultry or 30 beehives, or 100 rabbits. Moreover, those raising, for commercial purposes, fur animals, deer, etc., were considered holders.",,,,,,,,,
"211","'756","Switzerland","27002","Holdings","60850","Number","2010","2010","No",,,,,,,,,,,,,,,,,,,,,,"59070.000000","A","The census covered holdings that met the following thresholds: one ha of UAA; 0.3 ha of permanent crops; 0.1 ha of greenhouses; or eight breeding sows or 80 fattering pigs, or 300 head of poultry of any type.",,,
"211","'756","Switzerland","270066","Holdings without land","60850","Number","2010","2010","No",,,,,,,,,,,,,,,,,,,,,,"1340.000000","A","Holdings without UAA",,,
"211","'756","Switzerland","270030","Holdings with land size 0-<1","50260","Area","1990","1990","ha",,,,,,,,,,,,,,,,"8236.000000","E","Productive area. Interpolated data",,,,,,,,,
"211","'756","Switzerland","270030","Holdings with land size 0-<1","50260","Area","2010","2010","ha",,,,,,,,,,,,,,,,,,,,,,"1990.000000","E","UAA. Interpolated data",,,
"211","'756","Switzerland","270030","Holdings with land size 0-<1","60850","Number","1990","1990","No",,,,,,,,,,,,,,,,"21381.000000","E","Productive area. Interpolated data",,,,,,,,,
"211","'756","Switzerland","270030","Holdings with land size 0-<1","60850","Number","2010","2010","No",,,,,,,,,,,,,,,,,,,,,,"3260.000000","E","UAA. Interpolated data",,,
"211","'756","Switzerland","270031","Holdings with land size 1-<2","50260","Area","1990","1990","ha",,,,,,,,,,,,,,,,"12760.000000","E","Productive area. Interpolated data",,,,,,,,,
